,id,ioc_code,Country,type,DCP_ID,WMO,XMtInt,latitude,longitude,Har,gloss_id,OT12Code,Example,UTCOffset,OperatorID,status,status_description,localoperator,performanceoperator1,performanceoperator2,performanceoperator3,date_created,url,code,sensorid,statday,observations,first,last,updatedata,timestampdata,timestampupdate,sensor,rate,samples,units,i,offset,timeorder,lasttime,lastupdate,lastvalue,connect,countryname,nws_id,state,removed,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,Location
752,GESLA-charchanga-138a-bgd-uhslc,,BGD,,,,,22.217,91.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138A,,,,,,,,,,,,,,charchanga-138a-bgd-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Bangladesh Inland Water Transport Authority (BIWTA)  Bangladesh ,Unspecified,Unspecified,Unspecified,1980-01-01 00:00:00,2000-12-31 18:00:00,21.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Charchanga
753,IOC-shek,shek,HKG,SL,SHEK_PIK,SEHK40,10.0,22.220278,113.894444,,,,,0.0,,1,,140.0,,,,2019-02-11 20:50:22.927,,shek,2483.0,2023-09-07 05:16:00,1440.0,2023-09-06 05:16:00,2023-09-07 05:15:00,7.0,7.0,0.0,flt,1.0,20.0,M,,24.0,1.0,2023-09-08 08:35:00.000,2023-09-08 08:42:01.840,-999.0,SEHK40,Hong Kong - China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shek Pik
754,GESLA-tampico_madero-406-mex-unam,,MEX,,,,,22.26166667,-97.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,,,,,,,,,,,,,,tampico_madero-406-mex-unam,UNAM,Service Mareographic National Institute of Geophysics National Autonomous University of Mexico,http://www.mareografico.unam.mx/portal/,mareografico@geofisica.unam.mx,Service Mareographic National Institute of Geophysics National Autonomous University of Mexico,http://www.mareografico.unam.mx/portal/,mareografico@geofisica.unam.mx,Unspecified,1964-01-01 00:00:00,1979-09-30 23:00:00,14.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Tampico_Madero
755,GESLA-madero_tampico-277a-mex-uhslc,,MEX,,,,,22.262,-97.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277A,,,,,,,,,,,,,,madero_tampico-277a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,Unspecified,2004-03-24 00:00:00,2007-11-19 02:00:00,4.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Madero_Tampico
756,GESLA-khal_10-135a-bgd-uhslc,,BGD,,,,,22.267,91.817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135A,,,,,,,,,,,,,,khal_10-135a-bgd-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Bangladesh Inland Water Transport Authority (BIWTA)  Bangladesh ,Unspecified,Unspecified,Unspecified,1983-01-01 00:00:00,1992-12-31 17:00:00,7.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Khal_10
757,GESLA-hong_kong-329b-hkg-uhslc,,HKG,,,,,22.3,114.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329B,,,,,,,,,,,,,,hong_kong-329b-hkg-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Hong Kong Observatory  Hong Kong ,Unspecified,Unspecified,Unspecified,1986-01-01 00:00:00,2018-12-31 15:00:00,33.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hong_Kong
758,GESLA-chittagong-124a-bgd-uhslc,chtt,BSH,SL,065079CC,SZBW40,6.0,22.3333,91.825,0.0,36,,"SZBW40 RJTD 010206
:PRS 1 #1 3695 3707 3715 3726 3740 3748 3760 3772 3783 3796 3805 3820
3834 3848 3861 3872 3887 3901 :RAD 1 #3 4142 4170 4199 4231 4269 4306
4348 4392 4436 4477 :ENC 3 #6 3777 3849 3930 4012 4091 :SW1 6 #60 60
:SW2 36 #60 60 :BAT 5 #6 13.1 :NAME 065079CC= ",0.0,,1,"Survey Department of Bangladesh, Department of Defense. +88028170082 Office",189.0,65.0,,,2007-11-24 18:40:00.000,,chtt,2426.0,2023-09-07 05:15:00,240.0,2023-09-06 05:18:00,2023-09-07 05:12:00,4.0,4.0,0.0,ra2,6.0,5.0,M,,46.0,-1.0,2023-09-08 08:42:00.000,2023-09-08 08:46:02.107,4.614,SZBW40,Bangladesh,,,,,,,,,,,,,,124A,,,,,,,,,,,,,,chittagong-124a-bgd-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,2007-07-01 00:00:00,2018-12-07 00:00:00,12.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Chittagong
759,IOC-shen,shen,CHN,SL,09733,SZCI01,5.0,22.47,113.88,,,,,0.0,,1,,142.0,,,,2014-10-02 14:10:27.607,,shen,2199.0,2023-09-07 05:15:00,644.0,2023-09-06 05:16:00,2023-09-07 05:15:00,15.0,15.0,0.0,rad,1.0,5.0,M,,0.0,1.0,2023-09-08 08:30:00.000,2023-09-08 08:46:02.183,1.8,SZCI01,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shenzhen
760,IOC-suro,suro,OMA,SL,188263EC,SXOM33,6.0,22.57,59.52,,,,,0.0,,1,,12.0,,,,2013-03-28 18:01:00.297,,,,,,,,,,,,,,,,,,2023-05-13 10:03:00.000,2023-05-13 10:10:40.043,0.13,SXOM33,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sur
761,GESLA-kaohsiung-340a-chn-uhslc,,CHN,,,,,22.615,120.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340A,,,,,,,,,,,,,,kaohsiung-340a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Marine Meteorology Center  Central Weather Bureau  Taiwan  Republic of China ,Unspecified,Unspecified,Unspecified,1980-01-01 02:00:00,2016-12-31 15:00:00,37.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Kaohsiung
762,GESLA-shanwei-641a-chn-uhslc,,CHN,,,,,22.75,115.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641A,,,,,,,,,,,,,,shanwei-641a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, China National Oceanographic Data Center  China ,Unspecified,Unspecified,Unspecified,1975-01-01 00:00:00,1997-12-31 23:00:00,23.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Shanwei
763,GESLA-cabo_san_lucas-034a-mex-uhslc,,MEX,,,,,22.88,-109.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,034A,,,,,,,,,,,,,,cabo_san_lucas-034a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Centro de Investigacion Cientifica  y de Educacion Superior de Ensenada (CICESE)  MEX in collaboration with University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,1973-06-12 07:00:00,2003-08-31 23:00:00,30.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Cabo_San_Lucas
764,GESLA-siboney-239a-cub-uhslc,,CUB,,,,,23.092,-82.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239A,,,,,,,,,,,,,,siboney-239a-cub-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Instituto Cubano de Hidrografia  Cuba ,Unspecified,Unspecified,Unspecified,1990-01-01 05:00:00,1990-12-31 23:00:00,1.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Siboney
765,GESLA-mazatlan-673a-mex-uhslc,,MEX,,,,,23.198,-106.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673A,,,,,,,,,,,,,,mazatlan-673a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,Unspecified,Unspecified,Unspecified,1953-01-02 07:00:00,1975-06-28 06:00:00,23.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Mazatlan
766,IOC-qura,qura,OMA,SL,1842C770,SXOM33,6.0,23.26,58.925,,,,,0.0,,1,,12.0,,,,2013-03-28 17:55:24.600,,qura,1927.0,2023-09-07 05:15:00,194.0,2023-09-06 05:19:00,2023-09-07 05:13:00,8.0,8.0,0.0,bat,6.0,1.0,V,,17.0,1.0,2023-09-08 08:37:00.000,2023-09-08 08:44:03.683,-999.0,SXOM33,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qurayat
767,IOC-dat3,dat3,USA,SD,DD41421,SZNT01,360.0,23.4208,-63.7814,,,,,0.0,41421,1,,43.0,,,,2023-02-28 15:55:28.000,,dat3,2878.0,2023-09-07 05:16:00,96.0,2023-09-06 05:30:00,2023-09-07 05:15:00,27.0,27.0,0.0,prt,15.0,24.0,M,,0.0,1.0,2023-09-08 06:00:00.000,2023-09-08 06:21:04.000,5801.817,SD,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DART North of St Thomas
768,IOC-dstl,dstl,USA,SD,DD41420,SZNT01,360.0,23.4483,-67.3083,,,,,0.0,41420,1,,43.0,,,,2023-02-28 15:55:29.000,,dstl,3018.0,2023-09-07 05:16:00,96.0,2023-09-06 05:30:00,2023-09-07 05:15:00,28.0,27.0,-1.0,prt,15.0,24.0,M,,0.0,1.0,2023-09-08 06:00:00.000,2023-09-08 06:27:20.000,5761.428,SD,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DART NNE of Santo Domingo
769,GESLA-muscat-110b-omn-uhslc,musc,OMA,SL,262D700E,SXOM33,15.0,23.63333333,58.56666667,0.0,,,"(OLD)
SXXX32 EUMS 090116 RRL^M^M
262D700E
:PRS 1 /1 2931 3007 2959 3008 2998 2967 2941 2979 2982 2942 3014 3037 3073 3091
3074 3047 3044 3079 3030 3000 3048 3061 3147 3081 3082 3129 3097 3149 3153 3112 :RAD 3 /3 5795 5810 5840 5867 5872 5893 5922 5940 5956 5966 5974 5992 6016 6026
6025 6039 6057 6066 6079 6099 :SW1 16 /60 0 :SW2 46 /60 0 :BAT 14 /15 12.7 :NAME 262D700E

(NEW since 2021-06-07)
362D700E
CREX++
T000103 A000 D01023 D01011 D01012 B12001 B12003 B13003 B11001 B11002 
B13019 B04075 B12011 B12012 B11041 B11043 B25025 R01015 B22038++
 4320 00000 2021 06 07 07 50 310 267 078 000 0000 0000 15 312 
309 0000 000 141 01807 01823 01814 01845 01797 01845 01802 
01818 01816 01815 01815 01799 01814 01807 01831++
7777

(NEW since 2022-05-10)
SXOM33 EUMS 102032 RRX
262D700E
CREX++
T000103 A000 D01023 D01011 D01012 B12001 B12003 B13003 B11001 B11002 B13019 B04075 B12011 B12012 B11041 B11043 B25025 R01015 B22038++
4320 -00048 2022 05 10 20 20 330 176 038 000 0000 0000 15 333 328 0000 000 124 08102 08118 08104 08101 08074 08108 08110 08102 08091 08111 08089 08103 08125 08079 08096 ++
7777
CREX++
T000103 A000 D01023 D01011 D01012 B12001 B12003 B13003 B11001 B11002 B13019 B04075 B12011 B12012 B11041 B11043 B25025 R01015 B22038++
4320 -00048 2022 05 10 20 25 330 174 041 000 0000 0000 15 332 328 0000 000 124 08078 08103 08111 08094 08128 08088 08121 08133 08095 08122 08116 08091 08143 08106 08126 ++
7777
CREX++
T000103 A000 D01023 D01011 D01012 B12001 B12003 B13003 B11001 B11002 B13019 B04075 B12011 B12012 B11041 B11043 B25025 R01015 B22038++
4320 -00048 2022 05 10 20 30 329 180 041 000 0000 0000 15 331 328 0000 000 124 08113 08116 08087 08099 08118 08090 08115 08127 08063 08118 08107 08113 08084 08094 08088 ++
7777
O//",0.0,,1,,12.0,,,,2009-12-10 10:47:00.000,,musc,1098.0,2023-09-07 05:16:00,1305.0,2023-09-06 05:16:00,2023-09-07 05:15:00,8.0,8.0,0.0,rad,1.0,15.0,M,,40.0,1.0,2023-09-08 08:32:00.000,2023-09-08 08:40:04.513,9.348,SXOM33,Oman,,,,,,,,,,,,,,110B,,,,,,,,,,,,,,muscat-110b-omn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,2009-12-10 15:00:00,2018-12-31 11:00:00,10.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Muscat
770,GESLA-exuma_cays-256a-bhs-uhslc,,BHS,,,,,23.773,-76.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256A,,,,,,,,,,,,,,exuma_cays-256a-bhs-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Harbor Branch Oceanographic Institution  Inc.  USA ,Unspecified,Unspecified,Unspecified,1992-03-23 17:00:00,1993-04-23 12:00:00,2.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Exuma_Cays
771,IOC-wuda,wuda,OMA,SL,18539268,SXOM33,6.0,23.82,57.52,,,,,0.0,,1,,12.0,,,,2013-03-27 17:26:10.323,,wuda,1931.0,2023-09-07 05:15:00,216.0,2023-09-06 05:16:00,2023-09-07 05:10:00,6.0,6.0,0.0,bat,6.0,1.0,V,,17.0,1.0,2023-09-08 08:34:00.000,2023-09-08 08:44:05.013,0.136,SXOM33,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khawr Wudam
772,GESLA-french_frigate-014a-usa-uhslc,,USA,,,,,23.868,-166.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014A,,,,,,,,,,,,,,french_frigate-014a-usa-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,1974-07-03 20:00:00,2007-03-06 06:00:00,34.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,French_Frigate
773,IOC-keba,keba,PAK,SL,32CC9580,SXXX32,15.0,24.13,67.43,,,,,0.0,,3,,,103.0,15.0,,2016-02-09 14:57:20.363,,,,,,,,,,,,,,,,,,2021-03-22 02:07:00.000,2021-03-22 02:15:09.463,0.0,SXXX32,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keti Bandar
774,GESLA-la_paz-671a-mex-uhslc,,MEX,,,,,24.162,-110.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671A,,,,,,,,,,,,,,la_paz-671a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,Unspecified,Unspecified,Unspecified,1952-01-02 07:00:00,1983-12-01 06:00:00,26.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,La_Paz
775,IOC-lpaz,lpaz,MEX,SF,,,10.0,24.2673167,-110.3328333,0.0,,,,0.0,,5,No reply after email september 2016,64.0,64.0,,,2010-08-26 17:51:27.257,,,,,,,,,,,,,,,,,,2015-11-17 13:53:00.000,2015-11-17 14:33:15.000,1.429,SF,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,La Paz
776,GESLA-minamitorishima-049a-jpn-uhslc,,JPN,,,,,24.3,153.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,049A,,,,,,,,,,,,,,minamitorishima-049a-jpn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,Unspecified,Unspecified,Unspecified,1997-01-01 00:00:00,2018-12-31 14:00:00,22.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Minamitorishima
777,GESLA-ishigaki-365a-jpn-uhslc,,JPN,,,,,24.333,124.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365A,,,,,,,,,,,,,,ishigaki-365a-jpn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,Unspecified,Unspecified,Unspecified,1969-01-01 00:00:00,2018-12-31 14:00:00,50.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ishigaki
778,GESLA-xiamen-376a-chn-uhslc,,CHN,,,,,24.45,118.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376A,,,,,,,,,,,,,,xiamen-376a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, China National Oceanographic Data Center  China ,Unspecified,Unspecified,Unspecified,1954-01-01 00:00:00,1997-12-31 15:00:00,44.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Xiamen
779,GESLA-sand_key_lighthouse-8724635-usa-noaa,,USA,,,,,24.4533,-81.8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724635,,,,,,,,,,,,,,sand_key_lighthouse-8724635-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2000-05-27 16:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Sand_Key_Lighthouse
780,IOC-maji,maji,OMA,SL,180D62C6,SXOM33,6.0,24.518,56.606,,,,,0.0,,1,,12.0,,,,2013-03-28 18:07:29.340,,maji,1926.0,2023-09-07 05:15:00,211.0,2023-09-06 05:18:00,2023-09-07 05:12:00,6.0,6.0,0.0,bat,6.0,1.0,V,,17.0,1.0,2023-09-08 08:36:00.000,2023-09-08 08:44:05.277,0.133,SXOM33,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Majis
781,GESLA-key_west-8724580-usa-noaa,,USA,,,,,24.55083,-81.80806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724580,,,,,,,,,,,,,,key_west-8724580-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1913-01-01 01:00:00,2021-08-31 23:00:00,109.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Key_West
782,GESLA-boca_chica_marina-8724493-usa-noaa,,USA,,,,,24.575,-81.7083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724493,,,,,,,,,,,,,,boca_chica_marina-8724493-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2000-06-22 16:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Boca_Chica_Marina
783,GESLA-west_jetty_navaid-8724639-usa-noaa,,USA,,,,,24.625,-81.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724639,,,,,,,,,,,,,,west_jetty_navaid-8724639-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2001-06-13 23:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues,West_Jetty_Navaid
784,GESLA-vaca_key-8723970-usa-noaa,,USA,,,,,24.711,-81.1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8723970,,,,,,,,,,,,,,vaca_key-8723970-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1975-01-01 01:00:00,2021-08-31 23:00:00,47.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Vaca_Key
785,IOC-vkfl,vkfl,USA,NA,336704BE,SXXX03,6.0,24.717,-81.105,0.0,,,,0.0,,1,,43.0,,,,2006-06-07 04:30:00.000,,,,,,,,,,,,,,,,,,,,,SXXX03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vaca_Key_FL
786,GESLA-key_colony_beach-8723962-usa-noaa,,USA,,,,,24.7183,-81.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8723962,,,,,,,,,,,,,,key_colony_beach-8723962-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1976-01-01 01:00:00,1998-09-01 05:00:00,23.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Key_Colony_Beach
787,GESLA-san_carlos-674a-mex-uhslc,,MEX,,,,,24.79,-112.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674A,,,,,,,,,,,,,,san_carlos-674a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,Unspecified,Unspecified,Unspecified,1968-10-01 07:00:00,1983-05-01 06:00:00,13.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,San_Carlos
788,GESLA-karachi-147b-pak-uhslc,kara,PAK,SL,120D7136,SXXX33,15.0,24.8117,66.975,0.0,30,KARACHI-07,:RAD 1 /1 8.40 8.40 8.40 6.96 -999.00 -999.00 3.43 -1.86 -1.87 -999.00 M M M M M M M M M M M M M M M M M M M M :PR1 1 /1 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 -999.00 M M M M M M M M M M M M M M M M M M M M :PR2 1 /1 0.72 0.72 0.71 0.71 0.70 0.70 0.70 0.69 0.69 0.69 M M M M M M M M M M M M M M M M M M M M :TM1 7 /15 -99.0 M :TM2 7 /15 30.1 M :BAT 1 /6 12.6 :YN KARACHI-19 :YD 110730,60.0,,1,,30.0,103.0,,,2007-01-31 09:12:00.000,,kara,56.0,2023-09-07 05:16:00,1440.0,2023-09-06 05:16:00,2023-09-07 05:15:00,9.0,9.0,0.0,rad,1.0,30.0,M,0.0,4.0,-1.0,2023-09-08 08:36:00.000,2023-09-08 08:44:04.153,1.879,SXXX33,Pakistan,,,,,,,,,,,,,,147B,,,,,,,,,,,,,,karachi-147b-pak-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,Unspecified,Unspecified,Unspecified,2007-01-31 10:00:00,2016-12-15 12:00:00,10.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Karachi
789,GESLA-hirarako-0151-jpn-jodc_pahb,,JPN,,,,,24.81333333,125.27833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0151,,,,,,,,,,,,,,hirarako-0151-jpn-jodc_pahb,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2003-03-31 15:00:00,2019-12-31 14:00:00,17.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,Possible datum issues,Hirarako
790,GESLA-nassau-727a-bhs-uhslc,,BHS,,,,,25.083,-77.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727A,,,,,,,,,,,,,,nassau-727a-bhs-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,Unspecified,1904-07-01 05:00:00,1905-06-30 04:00:00,2.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Nassau
