,Station_Name,ioc_code,gloss_id,latitude,longitude,Country,connection,contacts,dcp_id,last_observation_level,last_observation_time,delay,interval,added_to_system,observations_arrived_per_week,observations_expected_per_week,observations_ratio_per_week,observations_arrived_per_month,observations_expected_per_month,observations_ratio_per_month,observations_ratio_per_day,sample_interval,average_delay_per_day,transmit_interval,ioc_id,nws_id,state,status,removed,nos_id,coops_id,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,cmems_id,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,emodnet_id,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,gesla3_id,seaset_id
3276,Kaohsiung,tkao,,22.614,120.288,Taiwan,web,Central Weather Administration ( Taiwan ),,0.28,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Kaohsiung,,,,,,,,,,,,,,,,,,340A,,,,,,,,,,,,,,,kaohsiung-340a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Marine Meteorology Center  Central Weather Bureau  Taiwan  Republic of China ,Unspecified,Unspecified,Unspecified,1980-01-01 02:00:00,2016-12-31 15:00:00,37.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Kaohsiung,3276
3283,Lyudao,tlyu,,22.66,121.473,Taiwan,web,Central Weather Administration ( Taiwan ),,0.05,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Lyudao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3283
1131,Shanwei,,,22.75,115.35,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641A,,,,,,,,,,,,,,,shanwei-641a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, China National Oceanographic Data Center  China ,Unspecified,Unspecified,Unspecified,1975-01-01 00:00:00,1997-12-31 23:00:00,23.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Shanwei,1131
3267,Fugang,tfug,,22.791,121.193,Taiwan,web,Central Weather Administration ( Taiwan ),,0.12,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Fugang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3267
3299,Yongan,tyon,,22.819,120.198,Taiwan,web,Central Weather Administration ( Taiwan ),,0.42,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Yongan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3299
2521,Cabo San Lucas MX,cabo,161,22.879,-109.91,Mexico,SEMX03,Centro de Investigación Científica y de Educación Superior de Ensenada ( Mexico ) +University of Hawaii Sea Level Center ( USA ) +Centro de Investigación Científica y de Educación Superior de Ensenada ( Mexico ),93209686,25.17,-down-,2434d,15',2007-12-10 00:23:00,-down-,2016.0,0.0,-down-,,0.0,0.0,5',,15',Cabo San Lucas MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2521
3255,Anping,tanp,,22.988,120.15,Taiwan,web,Central Weather Administration ( Taiwan ),,0.37,03:00,7h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',44',1h,Anping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255
3290,Sicao,tsic,,23.024,120.112,Taiwan,web,Central Weather Administration ( Taiwan ),,0.44,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Sicao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290
1146,Siboney,,,23.092,-82.472,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239A,,,,,,,,,,,,,,,siboney-239a-cub-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Instituto Cubano de Hidrografia  Cuba ,Unspecified,Unspecified,Unspecified,1990-01-01 05:00:00,1990-12-31 23:00:00,1.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Siboney,1146
3257,Chenggong,tche,,23.097,121.38,Taiwan,web,Central Weather Administration ( Taiwan ),,0.27,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Chenggong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3257
3298,Xiaogang,txig,,23.159,121.404,Taiwan,web,Central Weather Administration ( Taiwan ),,0.23,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Xiaogang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3298
2540,Mazatlán,maza,,23.181,-106.424,Mexico,ftp,Universidad Nacional Autónoma de México ( Mexico ) +Universidad Nacional Autónoma de México ( Mexico ),,2.78,-down-,580d,10',2010-08-09 17:21:00,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,10',Mazatlán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2540
3258,Cimei,tcim,,23.19,119.42,Taiwan,web,Central Weather Administration ( Taiwan ),,0.52,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Cimei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3258
3274,Jiangjun,tjia,,23.212,120.083,Taiwan,web,Central Weather Administration ( Taiwan ),,0.7,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Jiangjun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274
3263,Dongjidao,tdoj,,23.255,119.668,Taiwan,web,Central Weather Administration ( Taiwan ),,0.54,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Dongjidao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263
3889,DART North of St Thomas,dat3,,23.421,-63.781,USA,web,National Ocean Service-NOAA ( USA ),DD41421,5801.67,06:00,4h,6h,2023-02-28 15:55:28,668,672.0,99.0,2700,2784.0,97.0,100.0,15',27',6h,DART North of St Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3889
3887,DART NNE of Santo Domingo,dstl,,23.448,-67.308,USA,web,National Ocean Service-NOAA ( USA ),DD41420,5761.24,06:00,4h,6h,2023-02-28 15:55:29,660,672.0,98.0,2740,2784.0,98.0,100.0,15',28',6h,DART NNE of Santo Domingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3887
3265,Dongshih,tdog,,23.45,120.139,Taiwan,web,Central Weather Administration ( Taiwan ),,0.91,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Dongshih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3265
3288,Shihti,tshi,,23.495,121.506,Taiwan,web,Central Weather Administration ( Taiwan ),,0.27,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Shihti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3288
3287,Penghu,tpen,,23.562,119.578,Taiwan,web,Central Weather Administration ( Taiwan ),,0.78,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Penghu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287
3256,Bozihlia,tboz,,23.619,120.138,Taiwan,web,Central Weather Administration ( Taiwan ),,1.26,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Bozihlia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256
2868,Muscat,musc,,23.633,58.567,Oman,SXOM33,Directorate General Meteorology and Air Navigation ( Oman ),262D700E,7.78,09:57,31',15',2009-12-10 10:47:00,239,2016.0,12.0,1392,8352.0,17.0,11.0,5',11',15',Muscat,,,,,,,,,,,,,,,,,,110B,,,,,,,,,,,,,,,muscat-110b-omn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,2009-12-10 15:00:00,2018-12-31 11:00:00,10.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Muscat,2868
3275,Jibei,tjib,,23.739,119.613,Taiwan,web,Central Weather Administration ( Taiwan ),,0.98,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Jibei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3275
192,Exuma_Cays,,,23.773,-76.105,BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256A,,,,,,,,,,,,,,,exuma_cays-256a-bhs-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Harbor Branch Oceanographic Institution  Inc.  USA ,Unspecified,Unspecified,Unspecified,1992-03-23 17:00:00,1993-04-23 12:00:00,2.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Exuma_Cays,192
3284,Mailiao,tmai,,23.786,120.16,Taiwan,web,Central Weather Administration ( Taiwan ),,1.34,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Mailiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3284
2865,Khawr Wudam,wuda,,23.82,57.52,Oman,SXOM33,Directorate General Meteorology and Air Navigation ( Oman ),18539268,0.13,10:16,12',6',2013-03-27 17:26:10,10044,10080.0,100.0,41650,41760.0,100.0,100.0,1',6',6',Khawr Wudam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865
4092,French_Frigate,,,23.868,-166.288,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,014A,,,,,,,,,,,,,,,french_frigate-014a-usa-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,1974-07-03 20:00:00,2007-03-06 06:00:00,34.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,French_Frigate,4092
3272,Hualien,thua,,23.981,121.624,Taiwan,web,Central Weather Administration ( Taiwan ),,0.17,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Hualien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272
3282,Lukang,tluk,,24.085,120.42,Taiwan,web,Central Weather Administration ( Taiwan ),,-999.0,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Lukang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282
2927,Keti Bandar,keba,,24.13,67.43,Pakistan,SXXX32,+Pakistan Navy Hydrographic Department ( Pakistan) +GeoForschungsZentrum ( Germany ),32CC9580,,2021-03-22 02:07,1080d,15',2016-02-09 14:57:20,,10080.0,0.0,,,0.0,0.0,1',,15',Keti Bandar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927
2439,La_Paz,,,24.162,-110.345,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671A,,,,,,,,,,,,,,,la_paz-671a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,Unspecified,Unspecified,Unspecified,1952-01-02 07:00:00,1983-12-01 06:00:00,26.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,La_Paz,2439
2532,La Paz,lpaz,,24.267,-110.333,Mexico,ftp,Universidad Nacional Autónoma de México ( Mexico ) +Universidad Nacional Autónoma de México ( Mexico ),,1.43,-down-,3032d,10',2010-08-26 17:51:27,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,10',La Paz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532
3293,Taichung Port,ttai,,24.288,120.533,Taiwan,web,Central Weather Administration ( Taiwan ),,1.67,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Taichung Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3293
3269,Heping Port,thep,,24.303,121.756,Taiwan,web,Central Weather Administration ( Taiwan ),,0.66,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Heping Port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269
2236,Ishigaki,,,24.333,124.15,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365A,,,,,,,,,,,,,,,ishigaki-365a-jpn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,Unspecified,Unspecified,Unspecified,1969-01-01 00:00:00,2018-12-31 14:00:00,50.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ishigaki,2236
3289,Shueitou,tshu,,24.421,118.289,Taiwan,web,Central Weather Administration ( Taiwan ),,1.11,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,Shueitou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289
1133,Xiamen,,,24.45,118.067,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376A,,,,,,,,,,,,,,,xiamen-376a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, China National Oceanographic Data Center  China ,Unspecified,Unspecified,Unspecified,1954-01-01 00:00:00,1997-12-31 15:00:00,44.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Xiamen,1133
5128,Sand_Key_Lighthouse,,,24.4533,-81.8783,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724635,,,,,,,,,,,,,,,sand_key_lighthouse-8724635-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2000-05-27 16:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Sand_Key_Lighthouse,5128
2866,Majis,maji,,24.518,56.606,Oman,SXOM33,Directorate General Meteorology and Air Navigation ( Oman ),180D62C6,0.13,10:18,10',6',2013-03-28 18:07:29,10045,10080.0,100.0,41670,41760.0,100.0,100.0,1',6',6',Majis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866
4358,Key West FL,kwfl,216,24.553,-81.808,USA,web,National Ocean Service-NOAA ( USA ),336717C8,0.19,10:21,7',6',2008-06-06 00:00:00,10058,10080.0,100.0,41677,41760.0,100.0,100.0,1',3',6',Key West FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358
3627,Boca_Chica_Marina,,,24.575,-81.7083,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724493,,,,,,,,,,,,,,,boca_chica_marina-8724493-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2000-06-22 16:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Boca_Chica_Marina,3627
3291,Su-ao,tsua,,24.593,121.866,Taiwan,web,Central Weather Administration ( Taiwan ),,0.21,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Su-ao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291
5498,West_Jetty_Navaid,,,24.625,-81.895,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8724639,,,,,,,,,,,,,,,west_jetty_navaid-8724639-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2000-01-01 01:00:00,2001-06-13 23:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues,West_Jetty_Navaid,5498
3294,Waipu,twai,,24.651,120.771,Taiwan,web,Central Weather Administration ( Taiwan ),,1.55,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Waipu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294
5427,Vaca_Key,,,24.711,-81.1065,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8723970,,,,,,,,,,,,,,,vaca_key-8723970-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1975-01-01 01:00:00,2021-08-31 23:00:00,47.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Vaca_Key,5427
5426,Vaca Key FL,vkfl,,24.717,-81.105,USA,SXXX03,National Ocean Service-NOAA ( USA ),336704BE,,,,6',2006-06-07 04:30:00,,,0.0,,,0.0,0.0,',,6',Vaca Key FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5426
4359,Key_Colony_Beach,,,24.7183,-81.0167,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8723962,,,,,,,,,,,,,,,key_colony_beach-8723962-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1976-01-01 01:00:00,1998-09-01 05:00:00,23.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Key_Colony_Beach,4359
2453,San_Carlos,,,24.79,-112.12,MEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674A,,,,,,,,,,,,,,,san_carlos-674a-mex-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Mareografico Nacional  Instituto de Geofisica  Universidad Nacional Autonoma de MEX  MEX ,Unspecified,Unspecified,Unspecified,1968-10-01 07:00:00,1983-05-01 06:00:00,13.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,San_Carlos,2453
2926,Karachi,kara,30,24.812,66.975,Pakistan,SXXX33,Karachi Port Trust ( Pakistan ) +Pakistan Navy Hydrographic Department ( Pakistan),120D7136,0.83,10:06,22',15',2007-01-31 09:12:00,10050,10080.0,100.0,41621,41760.0,100.0,100.0,1',8',15',Karachi,,,,,,,,,,,,,,,,,,147B,,,,,,,,,,,,,,,karachi-147b-pak-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Oceanography Centre (NOC)  United Kingdom ,Unspecified,Unspecified,Unspecified,2007-01-31 10:00:00,2016-12-15 12:00:00,10.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Karachi,2926
2229,Hirarako,,,24.81333333,125.27833333,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0151,,,,,,,,,,,,,,,hirarako-0151-jpn-jodc_pahb,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2003-03-31 15:00:00,2019-12-31 14:00:00,17.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,Possible datum issues,Hirarako,2229
3271,Hsinchu,thsi,,24.849,120.921,Taiwan,web,Central Weather Administration ( Taiwan ),,1.37,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Hsinchu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3271
3296,Wushih,twus,,24.869,121.84,Taiwan,web,Central Weather Administration ( Taiwan ),,-999.0,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Wushih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3296
3268,Fulong,tful,,25.022,121.95,Taiwan,web,Central Weather Administration ( Taiwan ),,0.35,00:00,10h,1h,2024-01-02 15:32:10,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Fulong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3268
193,Nassau,,,25.083,-77.35,BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727A,,,,,,,,,,,,,,,nassau-727a-bhs-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,Unspecified,1904-07-01 05:00:00,1905-06-30 04:00:00,2.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Nassau,193
3281,Longdong,tlon,,25.098,121.918,Taiwan,web,Central Weather Administration ( Taiwan ),,0.41,00:00,10h,1h,2024-01-02 14:40:37,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Longdong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3281
3273,Jhuwei,tjhu,,25.118,121.243,Taiwan,web,Central Weather Administration ( Taiwan ),,1.24,00:00,10h,1h,2024-01-02 14:33:47,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Jhuwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3273
3300,ZhangTanLi,tzha,,25.141,121.8,Taiwan,web,Central Weather Administration ( Taiwan ),,0.56,00:00,10h,1h,2024-01-02 15:35:20,168,168.0,100.0,696,696.0,100.0,100.0,60',25',1h,ZhangTanLi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300
3443,Alligator_Creek_Near_Garfield_Bight_Fl,,,25.175556,-80.792778,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251032080473400,,,,,,,,,,,,,,,alligator_creek_near_garfield_bight_fl-251032080473400-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD83,2007-10-01 05:00:00,2021-04-06 17:00:00,15.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Alligator_Creek_Near_Garfield_Bight_Fl,3443
3260,Danshuei,tdas,,25.176,121.425,Taiwan,web,Central Weather Administration ( Taiwan ),,1.12,00:00,10h,1h,2024-01-02 14:29:52,168,168.0,100.0,696,696.0,100.0,100.0,60',24',1h,Danshuei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260
4991,Raulerson_Brothers_Canal_At_Cape_Sable_Fl,,,25.187653,-81.132778,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251115081075800,,,,,,,,,,,,,,,raulerson_brothers_canal_at_cape_sable_fl-251115081075800-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD83,2011-09-23 04:00:00,2021-04-06 17:00:00,11.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Raulerson_Brothers_Canal_At_Cape_Sable_Fl,4991
3991,East_Creek_Near_Homestead_Fl,,,25.198211,-80.619094,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251152080370900,,,,,,,,,,,,,,,east_creek_near_homestead_fl-251152080370900-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD83,2007-10-01 05:00:00,2021-04-06 17:00:00,15.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,East_Creek_Near_Homestead_Fl,3991
