,Station_Name,ioc_code,gloss_id,latitude,longitude,Country,connection,contacts,dcp_id,last_observation_level,last_observation_time,delay,interval,added_to_system,observations_arrived_per_week,observations_expected_per_week,observations_ratio_per_week,observations_arrived_per_month,observations_expected_per_month,observations_ratio_per_month,observations_ratio_per_day,sample_interval,average_delay_per_day,transmit_interval,ioc_id,nws_id,state,status,removed,nos_id,coops_id,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,cmems_id,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,emodnet_id,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,gesla3_id,seaset_id
221,Consett Bay Jetty,bcon,,13.179,-59.466,Barbados,web,Barbados Meteorological Services ( Barbados ) +International Tsunami Information Center Caribbean Office ( USA ),,4.34,10:22,6',1',2023-11-17 14:17:16,10080,10080.0,100.0,41730,41760.0,100.0,100.0,1',2',1',Consett Bay Jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221
222,Oistins Jetty,bois,,13.071,-59.547,Barbados,web,Barbados Meteorological Services ( Barbados ) +International Tsunami Information Center Caribbean Office ( USA ),,-999.0,10:22,6',1',2023-11-17 14:17:30,10080,10080.0,100.0,29137,41760.0,70.0,100.0,1',2',1',Oistins Jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222
223,Port St. Charles,ptsc,,13.263,-59.645,Barbados,SOBR10,Coastal Zone Management Unit ( Barbados ) +International Tsunami Information Center Caribbean Office ( USA ),BAB00078,0.01,10:21,7',5',2012-11-09 13:30:52,9345,10080.0,93.0,36362,41760.0,87.0,96.0,1',4',5',Port St. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223
224,Speightstown Jetty,bspe,,13.25,-59.641,Barbados,web,Barbados Meteorological Services ( Barbados ) +International Tsunami Information Center Caribbean Office ( USA ),,5.01,10:21,7',1',2023-10-19 18:04:17,10080,10080.0,100.0,41729,41760.0,100.0,100.0,1',3',1',Speightstown Jetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224
225,A2,mpaw,,51.361,3.118,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.17,10:20,8',5',2023-10-05 17:05:43,2002,2016.0,99.0,8252,8352.0,99.0,100.0,5',8',5',A2,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,a2-a2-bel-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_757,instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),http://www.afdelingkust.be/,cmems-service@bsh.de,Unspecified,2020-02-28 00:00:00,2021-01-12 08:55:00,2.0,0.0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,A2,225
226,Blankenberge,blkw,,51.311,3.116,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.22,10:20,8',5',2023-10-05 16:44:56,2007,2016.0,100.0,8159,8352.0,98.0,100.0,5',8',5',Blankenberge,,,,,,,,,,,,,,,,,,Bla,,,,,,,,,,,,,,,blankenberge-bla-bel-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_764,instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),http://www.afdelingkust.be/,cmems-service@bsh.de,Unspecified,2020-02-28 00:00:00,2021-01-12 03:55:00,2.0,0.0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Blankenberge,226
227,Bol van Heist,mphw,,51.39,3.199,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.19,10:20,8',5',2023-10-05 17:12:18,1957,2016.0,97.0,8242,8352.0,99.0,100.0,5',8',5',Bol van Heist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227
228,Nieuwpoort,nieu,,51.151,2.728,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.23,10:20,8',5',2023-10-05 17:26:22,2003,2016.0,99.0,8218,8352.0,98.0,100.0,5',8',5',Nieuwpoort,,,,,,,,,,,,,,,,,,Nie,,,,,,,,,,,,,,,nieuwpoort-nie-bel-cmems,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_843,instacco@ifremer.fr,Agency for Maritime Services and Coast Department Coast (MDK),http://www.afdelingkust.be/,cmems-service@bsh.de,Unspecified,2014-08-01 00:00:00,2020-10-11 06:25:00,7.0,0.0,MSL,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Nieuwpoort,228
229,Oostende Haven,oste1,,51.234,2.927,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.2,10:20,8',5',2023-10-05 17:28:33,2007,2016.0,100.0,8257,8352.0,99.0,100.0,5',8',5',Oostende Haven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229
230,Ostend,oste,,51.234,2.927,Belgium,ftp,Maritieme Dienstverlening en Kust ( Belgium ),,3.34,10:00,28',15',2013-09-05 23:55:39,1999,2016.0,99.0,8338,8352.0,100.0,100.0,5',3',15',Ostend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
231,Scheur Wielingen,mpsw,,51.418,3.299,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,1.37,2023-10-24 13:40,134d,5',2023-10-05 18:09:11,,2016.0,0.0,,,0.0,0.0,5',,5',Scheur Wielingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231
232,Wandelaar,mpww,,51.394,3.046,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,,-down-,,5',2023-10-05 16:53:18,-down-,,0.0,-down-,,0.0,0.0,',,5',Wandelaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232
233,Westhinder,mpcw,,51.389,2.438,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,2.94,10:20,8',5',2023-10-05 17:13:40,2005,2016.0,99.0,8257,8352.0,99.0,99.0,5',8',5',Westhinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233
234,Zeebrugge Leopold II dam,zldw,,51.346,3.2,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.25,10:20,8',5',2023-10-05 17:30:00,2007,2016.0,100.0,8257,8352.0,99.0,100.0,5',8',5',Zeebrugge Leopold II dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234
235,Zeebrugge Wielingendok,zwdw,,51.355,3.178,Belgium,web,Maritieme Dienstverlening en Kust ( Belgium ),,3.29,10:20,8',5',2023-10-05 17:31:48,1999,2016.0,99.0,8257,8352.0,99.0,97.0,5',8',5',Zeebrugge Wielingendok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235
236,Carrie Bow Cay,cabc,,16.803,-88.082,Belize,SOBH10,Smithsonian Marine Station at Fort Pierce ( USA ) +International Tsunami Information Center Caribbean Office ( USA ),777022C4,-2.38,10:17,11',5',2016-04-14 15:53:48,5185,10080.0,51.0,20560,41760.0,49.0,60.0,1',4',5',Carrie Bow Cay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236
237,Port of Belize,pobe,,17.474,-88.201,Belize,SOBH10,National Meteorological Service of Belize ( Belize ) +National Oceanography Centre ( UK ) +International Tsunami Information Center Caribbean Office ( USA ),6B001EEE,2.12,-down-,1108d,5',2017-07-18 13:07:09,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,5',Port of Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237
238,Bermuda Biological Station,bbst,221,32.37,-64.695,Bermudas,web,National Ocean Service-NOAA ( USA ) +International Tsunami Information Center Caribbean Office ( USA ),,0.51,-down-,224d,6',2020-07-02 21:19:07,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,6',Bermuda Biological Station,FRCB6,,active,,2695535,Bermuda Biological Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238
239,Bermuda Biological Station2,bbst2,221,32.37,-64.695,Bermudas,SXXX03,National Ocean Service-NOAA ( USA ) +International Tsunami Information Center Caribbean Office ( USA ),334032FE,-2.06,-down-,224d,6',2020-07-02 21:26:59,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,6',Bermuda Biological Station2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239
240,Bermuda Somerset,bmso,,32.278,-64.876,Bermudas,SOTI10,UK Hydrographic Office ( UK ),C7901D30,2.69,10:24,4',5',2022-01-07 15:54:08,1961,2016.0,97.0,8168,8352.0,98.0,98.0,5',4',5',Bermuda Somerset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
241,Bermuda St. George's Cruise Pier,bmsg,,32.38,-64.676,Bermudas,SOTI10,UK Hydrographic Office ( UK ),C79013E2,2.49,2023-09-14 23:44,173d,5',2021-03-25 16:59:17,,2016.0,0.0,,,0.0,0.0,5',,5',Bermuda St. George's Cruise Pier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
242,DART SSW of Hamilton,dber,,28.667,-65.621,Bermudas,web,National Ocean Service-NOAA ( USA ),DD41425,5229.63,06:00,4h,6h,2023-02-28 15:55:28,672,672.0,100.0,2764,2784.0,99.0,100.0,15',27',6h,DART SSW of Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242
243,Arraial do Cabo,arrc,,-22.973,-42.014,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ),B5B007D4,2.5,-maintenance-,322d,5',2017-08-24 17:09:53,,10080.0,0.0,,,0.0,0.0,1',,5',Arraial do Cabo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243
244,Belém,bele,,-1.442,-48.496,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ),B5B01A70,0.01,10:23,5',5',2019-11-26 17:19:28,,10080.0,0.0,15660,41760.0,38.0,0.0,1',,5',Belém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244
245,Capitania dos Portos,salv3,334,-12.974,-38.517,Brasil,web,Instituto Brasileiro de Geografia e Estatística ( Brasil ),,6.59,10:21,7',10',2024-01-17 11:19:08,9906,10080.0,98.0,40563,41760.0,97.0,100.0,1',5',10',Capitania dos Portos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245
246,Fortaleza,fort,336,-3.717,-38.467,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ) +University of Hawaii Sea Level Center ( USA ),3542D134,3.77,10:25,3',5',2008-06-23 11:20:00,2009,2016.0,100.0,8288,8352.0,99.0,100.0,5',4',5',Fortaleza,,,,,,,,,,,,,,,,,,283C,,,,,,,,,,,,,,,fortaleza-283c-bra-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,2008-04-14 17:00:00,2018-12-31 23:00:00,11.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Fortaleza,246
247,Imbituba,imbi,,-28.231,-48.651,Brasil,ftp,Empresa de pesquisa agropecuária e extensão rural de Santa Catarina ( Brasil ),,5.39,09:44,44',15',2019-08-16 14:05:42,9975,10080.0,99.0,41655,41760.0,100.0,100.0,1',12',15',Imbituba,,,,,,,,,,,,,,,,,,718A,,,,,,,,,,,,,,,imbituba-718a-bra-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Directoria de Hidrografia e Navegacao  Banco Nacional de Dados Oceangraficos  Brazil ,Unspecified,Unspecified,Unspecified,2001-08-22 15:00:00,2010-12-31 23:00:00,10.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Imbituba,247
248,Imbituba2,imbt,,-28.231,-48.651,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ),B5B02138,2.1,10:24,4',5',2019-12-05 10:52:40,9754,10080.0,97.0,39622,41760.0,95.0,98.0,1',4',5',Imbituba2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248
249,Porto de Belém,bele2,,-1.442,-48.496,Brasil,web,Instituto Brasileiro de Geografia e Estatística ( Brasil ),,-999.0,10:18,10',10',2024-01-17 11:12:15,9920,10080.0,98.0,40011,41760.0,96.0,99.0,1',6',10',Porto de Belém,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249
250,Porto de Imbituba,imbt2,351,-28.231,-48.651,Brasil,web,Instituto Brasileiro de Geografia e Estatística ( Brasil ),,2.07,10:19,9',10',2024-01-17 11:21:51,10015,10080.0,99.0,40395,41760.0,97.0,99.0,1',5',10',Porto de Imbituba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
251,Porto de Mucuripe,fort2,336,-3.714,-38.477,Brasil,web,Instituto Brasileiro de Geografia e Estatística ( Brasil ),,3.77,10:20,8',10',2024-01-17 11:16:58,9985,10080.0,99.0,41306,41760.0,99.0,100.0,1',6',10',Porto de Mucuripe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251
252,Porto de Santana,ptos,201,-0.061,-51.168,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ),B5B00906,1.66,-maintenance-,1057d,5',2017-08-24 17:15:19,10065,10080.0,0.0,32159,41760.0,0.0,0.0,1',5',5',Porto de Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252
253,Porto do Forno,arrc2,,-22.973,-42.014,Brasil,web,Instituto Brasileiro de Geografia e Estatística ( Brasil ),,-999.0,10:20,8',10',2024-01-17 11:20:39,10015,10080.0,99.0,41331,41760.0,99.0,100.0,1',5',10',Porto do Forno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253
254,Salvador,Salv2,334,-12.967,-38.517,Brasil,SEPO40,Instituto Brasileiro de Geografia e Estatística ( Brasil ),B5B014A2,6.37,2023-11-23 12:02,104d,5',2020-02-19 23:19:30,,10080.0,0.0,,,0.0,0.0,1',,5',Salvador,,,,,,,,,,,,,,,,,,708B,,,,,,,,,,,,,,,salvador-708b-bra-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,Unspecified,2004-10-02 15:00:00,2018-12-31 23:00:00,15.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Salvador,254
255,Salvador (Capitania dos Portos da Bahia),salv,334,-12.967,-38.517,Brasil,SEPA40,Instituto Brasileiro de Geografia e Estatística ( Brasil ) +University of Hawaii Sea Level Center ( USA ),354052D4,6.59,10:21,7',5',2008-04-25 10:51:00,1996,2016.0,99.0,8115,8352.0,97.0,100.0,5',4',5',Salvador (Capitania dos Portos da Bahia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255
256,Tortola,tort,,18.425,-64.608,British Virgin Islands,SOVI10,+Puerto Rico Seismic Network ( USA ) +International Tsunami Information Center Caribbean Office ( USA ),B110070A,,-down-,2105d,10',2013-08-16 11:25:19,-down-,10080.0,0.0,-down-,,0.0,0.0,1',,10',Tortola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256
257,Abbotts_Harbour,,,43.67,-65.82,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,abbotts_harbour-382-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1967-08-11 05:00:00,1971-08-31 04:00:00,3.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Abbotts_Harbour,257
258,Abrams_River,,,43.83,-65.95,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,,,,,,,,abrams_river-380-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1971-06-09 05:00:00,1971-10-26 04:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Abrams_River,258
259,Acadia_Cove,,,61.34,-64.9,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170,,,,,,,,,,,,,,,acadia_cove-4170-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,2013-07-15 14:00:00,2014-08-02 17:00:00,2.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Acadia_Cove,259
260,Admiralty_Inlet,,,73.52,-85.5,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65865,,,,,,,,,,,,,,,admiralty_inlet-65865-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1991-03-20 22:00:00,1991-04-19 17:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Admiralty_Inlet,260
261,Admiralty_Island,,,69.45,-100.99,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6220,,,,,,,,,,,,,,,admiralty_island-6220-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1993-08-15 19:00:00,1993-09-17 13:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Admiralty_Island,261
262,Aero_Trading,,,54.21,-130.29,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9338,,,,,,,,,,,,,,,aero_trading-9338-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,2014-06-05 17:00:00,2016-01-01 07:00:00,3.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Aero_Trading,262
263,Airstrip_Point,,,76.07,-97.59,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6765,,,,,,,,,,,,,,,airstrip_point-6765-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1962-07-01 08:00:00,1962-07-30 19:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Airstrip_Point,263
264,Akreavenek_Island,,,63.42,-90.67,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5141,,,,,,,,,,,,,,,akreavenek_island-5141-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1981-07-24 20:00:00,1981-09-18 09:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Akreavenek_Island,264
265,Akulivik,,,60.8,-78.22,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538,,,,,,,,,,,,,,,akulivik-4538-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1982-07-22 23:00:00,1982-09-18 22:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Akulivik,265
266,Albert_Harbour,,,72.76,-77.48,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5803,,,,,,,,,,,,,,,albert_harbour-5803-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1984-08-20 21:00:00,1986-05-17 19:00:00,3.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Albert_Harbour,266
267,Alberton,,,46.8,-64.07,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885,,,,,,,,,,,,,,,alberton-1885-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1916-06-11 04:00:00,1973-07-04 04:00:00,2.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Alberton,267
268,Alert_Bay_BC,,,50.59,-126.93,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8280,,,,,,,,,,,,,,,alert_bay_bc-8280-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1948-06-01 08:00:00,1979-01-05 21:00:00,32.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Alert_Bay_BC,268
269,Alexander_Island,,,75.75,-103.33,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66791,,,,,,,,,,,,,,,alexander_island-66791-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1976-03-16 21:00:00,1985-04-26 00:00:00,2.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues,Alexander_Island,269
270,Alexandra_Narrows,,,54.03,-132.59,CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9950,,,,,,,,,,,,,,,alexandra_narrows-9950-can-meds,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Unspecified,1980-08-06 23:00:00,1980-09-08 19:00:00,1.0,0.0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Alexandra_Narrows,270
